ID,District,County,Route,BackPM,AheadPM,EA,EFIS,TYP,RTL Award,Activity Category,Support Cost ($K),R/W Capital ($K),Construction Capital ($K),Total ($K),Status,Activity/Project Location
MA000004,2,TEH,36,87.0,87.8,0H390,215000006.0,2019.0,,Mobility - TMS (201.315),320,98,719,1137,Active,Morgan Summit CCTV & RWIS In Tehama County near Mineral from 0.2 mile east of Paynes Creek Road to 0.1 mile east of Route 89.
MA000005,2,TEH,36,87.8,89.1,2H140,216000118.0,2019.0,,Mobility - Operational Improvements (201.310),175,0,1250,1425,Active,Morgan Summit Truck Climbing Lane
MA000006,2,SHA,273,4.4,12.3,2H970,217000043.0,2019.0,,Mobility - TMS (201.315),420,25,1250,1695,Active,ITS (GAPs) Install Changeable Message Signs (CMS) and Closed Circuit Televisions (CCTV). In Shasta County at various locations from Barney Road to 0.2 mile north of Clear Creek Road.
MA000007,2,SHA,5,59.5,62.5,3H610,217000151.0,2019.0,,Safety - Collision Reduction (201.015),230,45,388,663,Active,Shasta 5 CRZ Improvement In Shasta county about 9 miles north of Pollard Flat at various locations from 0.1 mile south of Creekside Undercrossing to 0.5 mile south of Castella Sidehill Viaduct.
MA000008,2,TRI,3,31.8,32.1,4H330,218000108.0,2019.0,,Mobility - TMS (201.315),280,20,400,700,Active,Tom Bell Road TWLTL Construct two-way left turn lane.
MA000009,2,TEH,36,67.5,69,4H770,219000003.0,,01/19/21,Protective Betterments (201.150),0,0,0,0,Active,"In Tehama County, near Paynes Creek from 0.3 mile east to 1.8 miles east of Paynes Creek Road. Install rock fence."
MB000157,2,TRI,3,32.9,51.4,4H520,218000131.0,2019.0,,Drainage (201.151),100,12,290,402,Active,Trinity 3 Leftovers IRDAP 2491
MB000171,2,SHA,299,68.2,68.2,0J260,219000082.0,2019.0,,Facilities (201.352),1,0,176,177,Active,Hatchet Mountain Storage Building IRDAP 2472
MB000173,2,SIS,96,60.8,60.8,4H420,218000117.0,2019.0,,Facilities (201.352),10,0,291,301,Active,Seiad Maintenance Station Fuel Facility IRDAP 2488
MB000176,2,TRI,299,0.0,72.2,3H970,218000062.0,2019.0,,Roadside (201.235),50,0,0,50,Active,Big Dump multiple year disposal site development IRDAP 2485
MB000178,2,SHA,36,,,2H620,216000154.0,,,Bridge - Health (201.110),500,17,305,822,Active,"In Shasta County, near Platina at Harrison Gulch Bridge. Construct fish passage."
MA000179,2,TEH,5,42.0,42.1,3441U,200000248.0,2019.0,,Advance Mitigation/Mitigation (201.240),0,1,0,1,Active,Cottonwood Planting Mitigation (R/W Cap only for TCE)
MB000180,2,SIS,96,67.3,67.3,3H540,217000137.0,2019.0,,Drainage (201.151),30,35,150,215,Active,Gap Fire Drainage Enhancement Locations: SIS 96 67.28 & 70.85 IRDAP 2470
MB000181,2,SHA,299,49.4,49.5,2H310,216000072.0,2019.0,,Advance Mitigation/Mitigation (201.240),20,65,0,85,Active,Pink House Curve Mitigation (R/W capital only) IRDAP 2446
MB000182,2,SHA,44,R20.7,R21.2,0J350,219000107.0,2019.0,,Drainage (201.151),10,2,140,152,Active,Haydon Lane Drainage IRDAP 2521
MB000183,2,PLU,70,27.11,30.68,0J230,219000075.0,,02/02/21,Drainage (201.151),0,0,0,0,Active,In Plumas County near Rich Bar at various locations from 0.2 mile east of Twain Road to 2.3 miles west of Route 89. Culvert rehabilitation.
MB000184,2,SHA,44,64.2,64.9,4H530,218000132.0,2019.0,,Protective Betterments (201.150),100,0,305,405,Active,Plum Valley Rock Fences (2 fences) IRDAP 2492 Bids failed - moved to 19/20 to re-bid
MB000185,2,SHA,151,2.0,5.0,4H690,219000039.0,,02/11/21,Drainage (201.151),0,0,0,0,Active,"In Shasta County, in and near Shasta Lake City at various locations from Shasta Dam to Rouge Road. Culvert rehabilitation."
MB000186,2,SHA,5,0,67.0,,,2019.0,,Mobility - TMS (201.315),0,0,100,100,Active,TMC Infrastructure IRDAP 2526 locations throughout district
MB000187,2,SHA,273,19.77,19.77,0J990,220000011.0,2019.0,,Facilities (201.352),10,0,20,30,Active,Special Crews Flooring Improvement IRDAP 2543
MB000188,2,SIS,3,,,4H470,219000038.0,,,Drainage (201.151),200,5,314,519,Active,"In Siskiyou County, near Yreka at various locations from 0.5 mile south of Kinkle Fire Road to 1.7 miles south of Richman Road. Culvert rehabilitation."
MA000302,2,SIS,161,17.64,18.46,0J400,219000115.0,,02/03/21,Pavement (201.121),0,0,0,0,Active,"In Siskiyou County, near Tulelake from 0.3 mile east of Malone Road to 1.2 miles east of Hill Road. Pavement rehabilitation."
MA000308,2,TRI,3,22.4,30.4,3H560,218000129.0,,03/03/21,Drainage (201.151),0,0,0,0,Active,"In Trinity County, at various locations from 3.2 miles south of Little Creek Bridge to 0.5 mile south of Trinity River Bridge. Culvert rehabilitation."
MB000311,2,PLU,70,R80.400,80.8,4H900,219000022.0,,,Roadside (201.235),0,0,278,278,Active,"In Plumas County, near Beckwourth from Beckwourth Calpine Road to 0.3 mile east of Beckwourth Calpine Road. Install highway lighting."
MB000312,2,SIS,5,R7.2,R7.2,1J220,220000043.0,2019.0,,Major Damage - Emergency Opening (201.130),15,0,55,70,Active,In SIS Co ... Director's Order/Force Account Safety Roof repair/roof guards and gutter
MB000315,2,PLU,70,32.98,32.98,0J620,219000143.0,2019.0,,Mobility - WIM Scales & CVEFs (201.321),8,0,11,19,Active,Keddie CVEF Scope: Provide a 2500 gal water storage system and upgrade sanitary fixtures in the restroom
MB000329,2,TRI,299,52.14,52.14,1J410,220000069.0,2019.0,,Major Damage - Emergency Opening (201.130),30,10,109,149,Active,Culvert Replacement
MA000331,2,TRI,299,5.2,5.7,4H340,218000109.0,,03/02/21,Mobility - Operational Improvements (201.310),0,0,0,0,Active,"In Trinity County, near Salyer from 0.3 mile west of Denny Road to 0.2 mile west of Pony Bar Creek Bridge. Install left-turn lane. (Contributions from other sources: $800,000.)"
MA000357,2,LAS,36,14.4,15.5,4H890,219000021.0,2019.0,,Roadside (201.235),150,0,1250,1400,Active,Lassen 36 Chain on/off Safety Improvement In Lassen County about 11 miles east of Westwood from 3.0 miles west of Susan River Bridge to 1.9 miles west of Susan River Bridge
MA000450,2,SHA,273,19.77,19.77,4H670,218000169.0,2019.0,,Facilities (201.352),610,0,571,1181,Active,In Shasta County in Redding at George Drive. Field Maintenance Region Office Expansion
MA000543,2,LAS,395,R0.0,R2.7,4H810,219000007.0,,03/18/21,Advance Mitigation/Mitigation (201.240),0,0,0,0,Active,"In Lassen and Sierra Counties, at various locations (PM R0.0002/R2.000). Install deer fence."
MA000544,2,LAS,139,4.9,5.25,4H980,219000036.0,,,Protective Betterments (201.150),394,11,1250,1655,Active,"In Lassen County, near Susanville from 2.4 miles south to 2.2 miles south of Antelope Radio Street. Install drapery."
MA000545,2,LAS,36,R20.5,22.6,0J380,219000111.0,,,Mobility - Operational Improvements (201.310),580,53,1250,1883,Active,In Lassen County near Susanville at 1.3 miles east of Route 44 and from 0.1 mile east of Eagle Lake Road to 1.3 miles west of Harris Drive. Expand brake check area.
MA000546,2,SIS,5,R25.400,R25.900,0J410,219000118.0,,03/18/21,Roadside (201.235),0,0,0,0,Active,"In Siskiyou County, near Weed from 0.2 mile north of North Edgewood Overhead to 0.3 mile north of Weed Safety Roadside Rest Area. Construct barrier wall."
MB000547,2,SHA,44,57.5,57.5,0J430,219000123.0,,,Advance Mitigation/Mitigation (201.240),150,5,250,405,Active,"In Shasta County, near Hat Creek at Panorama Vista Point. Americans with Disabilities Act (ADA) upgrade and parking improvements."
MB000548,2,SHA,299,24.4,29.14,0J440,219000124.0,,12/16/20,Drainage (201.151),0,0,0,0,Active,"In Shasta County at and near Redding at Ericson Way and at 0.2 mile west of Nevada Trail. Culvert rehabilitation. Also on Sha-299-R24.400, R24.710, 29.140."
MB000549,2,TEH,36,51.84,51.84,0J480,219000128.0,,07/27/20,Mobility - TMS (201.315),0,0,0,0,Active,"In Tehama County, about 9.0 miles east of Red Bluff at 3.2 miles east of Seven Mill Creek Bridge. Construct fire optic hub."
MB000550,2,TRI,299,47.2,49.2,1J430,220000077.0,,02/11/21,Pavement (201.121),0,0,0,0,Active,"In Trinity County, near Weaverville from 0.3 mile west of Castle Road to 0.6 mile east of Glennison Gap Road. Reconstruct pavement."
MB000552,2,SHA,273,,,1J630,220000112.0,,,Facilities (201.352),100,0,333,433,Active,"In Lassen, Plumas, Modoc, Shasta, Siskiyou, Trinity and Tehama Counties, at various locations. Install card readers at various maintenance stations."
MB000752,2,SIS,97,21.8,21.8,2J080,221000026.0,,12/21/20,Roadside (201.250),0,0,0,0,Active,In Siskiyou County about 19 miles south of MacDoel at Grass Lake Safety Roadside Rest Area/Leach Field Repair
MB000807,2,SHA,5,R15.4,R15.6,2J240,221000045.0,,,Major Damage - Emergency Opening (201.130),0,0,85,85,Active,In Shasta County in Redding from 0.1 mile south to 0.2 mile north of Route 44. Connector Loop traction improvement
MB000820,2,SHA,299,18.65,18.65,2J200,221000041.0,,,Major Damage - Emergency Opening (201.130),150,15,310,475,Active,In Shasta County at Shasta at Buell Alley. Old Shasta Wall
MB000822,2,SHA,299,R4.9,R5.4,2J040,221000021.0,,,Major Damage - Permanent Restoration (201.131),102,25,97,224,Active,In Shasta County about 13 miles west of Shasta from 4.9 miles to 5.4 miles east of Trinity County line. Willow Creek Revegetation
MB000826,2,LAS,395,R24.69,R24.69,2J320,221000053.0,,,Major Damage - Emergency Opening (201.130),0,0,169,169,Active,In Lassen County near Doyle at Willow Ranch Creek Bridge. WRCB Fire DO
MB000874,2,TEH,36,27.2,27.4,2J500,221000085.0,,,Major Damage - Emergency Opening (201.130),0,5,330,335,Active,In Tehama County about 14 miles west of Red Bluff from 0.3 mile east of Basler Road to 0.1 mile west of Diamond Star Road. Diamond Star Slide
MA000895,2,SIS,96,,,1J010,220000013.0,,,Drainage (201.151),650,98,1124,1872,Active,In Siskiyou County at various locations from 2.7 miles east of Swillup Creek Bridge to 1.8 miles west of Klamath River Road. Oakbar Culvert rehabilitation
MA000896,2,SIS,96,,,1J260,220000052.0,,,Protective Betterments (201.150),520,0,720,1240,Active,In Siskiyou County about 8 miles west of Happy Camp at 0.6 mile east of Clear Creek Bridge. Happy Camp Slide catchment
MA000897,2,SIS,97,,,0J450,219000125.0,,,Mobility - TMS (201.315),770,41,800,1611,Active,In Siskiyou County at and near Dorris at various locations from 0.3 mile south of Richardson Road to 0.1 mile north of Dorris Brownwell Road. TMS upgrades
MA000898,2,SIS,161,,,1J730,220000122.0,,,Pavement (201.122),705,0,1250,1955,Active,In Siskiyou County near Dorris from 0.2 mile east of Indian Tom Lake Road to 1.4 miles east of Indian Tom Lake Road. SIS 161 Pavement Rehabilitation
MB000924,2,SHA,36,,,0J470,219000127.0,,,Drainage (201.151),60,0,285,345,Active,In Shasta County at various locations from 1.3 miles west of Deer Licks Spring Road to 0.4 mile west of Tehama County Line - Platina Liners Culvert Rehabilitation
MB000928,2,SHA,299,,,1J860,221000003.0,,,Drainage (201.151),125,40,333,498,Active,Old Shasta to Buenaventura Culverts - In Shasta County near Redding from 0.4 mile east of Rock Creek Road to Iron Mountain Road. Sha 299 Culvert Rehab
MA000930,2,SHA,273,,,1J420,220000076.0,,,Mobility - Operational Improvements (201.310),455,0,1150,1605,Active,In Shasta County in Redding from Clear Creek Road to 0.4 mile north of Westwood Avenue. Construct shoulders
MA000931,2,SHA,5,,,0J740,219000155.0,,,Drainage (201.151),247,0,861,1108,Active,"In Shasta Lake City, on Route 5 at 0.1 mile south of Route 151 and on Route 151 at 0.1 mile east of Shasta Street. Culvert Rehabilitation"
MA000932,2,SHA,44,,,4H090,218000076.0,,,Facilities (201.352),1000,24,1130,2154,Active,In Shasta County near Old Station at the Hat Creek Maintenance Station. Install wash rack
MA000938,2,TRI,3,,,2J170,221000036.0,,,Drainage (201.151),300,23,1076,1399,Active,In Trinity County about 18 miles north of Hayfork at 0.3 mile south of Little Creek Bridge. Culvert replacement
MA000949,2,SHA,44,,,1J270,220000053.0,,,Mobility - TMS (201.315),565,129,810,1504,Active,In Shasta County on Route 44 at Auditorium Drive Overcrossing and on Route 273 at various locations from Alexander Avenue to Clear Creek Road. Video to Loops Signal Modification
MA000950,2,TRI,3,,,0J500,219000130.0,,,Drainage (201.151),890,65,1250,2205,Active,In Trinity County about 18 miles north of Hayfork at 0.6 mile south of Little Creek Bridge. Drainage System Restoration
MB000952,2,TRI,299,,,1J980,221000015.0,,,Drainage (201.151),95,15,333,443,Active,In Trinity County at various locations from 0.8 mile east of Brock Gulch Road to Castle Road. Acorn Lane Culverts
MB001098,2,TEH,36,91.6,97.0,2J580,221000112.0,,,Protective Betterments (201.150),0,0,50,50,Active,In Tehama County about 8 miles east of Mineral from 0.1 mile east of Mill Creek Bridge #08-0133 to 0.6 mile west of Gurnsey Creek #08-0061/ The Childs Meadow Fuel Reduction FCO
MB001099,2,SIS,5,2.5,R9.64,2J570,221000111.0,,,Protective Betterments (201.150),0,0,50,50,Active,In Siskiyou County at and near Dunsmuir Undercrossing to Ream Avenue Overcrossing/ The Azalea Fuels Reduction FCO
MA001100,2,TEH,36,,,0J460,219000126.0,,,Drainage (201.151),160,40,1180,1380,Active,Tehama 36 Leftover Culverts
MA001140,2,SHA,5,R12.3,R12.7,2H800,217000010.0,,,Mobility - Operational Improvements (201.310),0,0,1250,1250,Active,In Shasta County in and near Redding from 0.6 mile north of Smith Road Overcrossing to 0.1 mile south of Loma Vista Drive. Financial Contribution
MA001178,2,SHA,44,,,1J600,220000109.0,,,Facilities (201.352),90,0,500,590,Active,"In Shasta County, near Old Station at the Hat Creek Maintenance Station. Construct Building"
MB001317,2,SIS,5,,,3J050,222000003.0,,,Major Damage - Emergency Opening (201.130),0,0,90,90,Active,In Siskiyou County near Dunsmuir at Dunsmuir Grade Vehicle Enforcement Facility. Dunsmuir CHP Facility Roof upgrades Directors Order.
MB001324,2,PLU,89,21.47,29.97,2J920,221000148.0,,,Protective Betterments (201.150),0,0,100,100,Active,In Plumas County near Greenville from 0.2 mile north of Alta Camp Road to Lake Almanor Spillway. Fire fuel reduction
MB001325,2,TEH,5,R26.96,R26.96,3J000,221000158.0,,,Major Damage - Emergency Opening (201.130),0,0,300,300,Active,In Tehama County in Red Bluff at Sacramento River Bridge #08-0096. Add RSP under bridge.
MB001326,2,SHA,273,11.23,11.23,2J990,221000159.0,,,Major Damage - Emergency Opening (201.130),0,0,315,315,Active,In Shasta County in Redding at Clear Creek Bridge #06-0203. Add RSP under bridge
MB001327,2,TEH,5,34.3,34.3,3J010,221000160.0,,,Major Damage - Emergency Opening (201.130),0,0,25,25,Active,In Tehama County near Red Bluff at Herbert S. Miles Safety Roadside Rest Area. Sewer upgrades
MB001328,2,SHA,273,11.1,11.6,0J490,219000129.0,,,Mobility - ADA (201.378),14,0,314,328,Active,In Shasta County in Redding from Canyon Road to Girvan Road. Install curb ramps
MB001347,2,SHA,5,,,3J080,222000066.0,,,Mobility - TMS (201.315),0,0,315,315,Active,"In Lassen, Modoc, Plumas, Shasta, Siskiyou, Tehama and Trinity Counties at various locations. Upgrade TMC Infrastructure"
MA001364,2,SIS,97,,,1J970,221000014.0,,,Advance Mitigation/Mitigation (201.240),1000,0,1250,2250,Active,In Siskiyou County about 15 miles north of Weed from 0.5 mile south of Deer Mountain Road to 0.2 mile south of the Grass Lake Maintenance Station. Wildlife crossing improvements
MB001398,2,SIS,3,,,3J580,222000061.0,,,Major Damage - Emergency Opening (201.130),0,0,85,85,Active,In Siskiyou County in Yreka at Yreka Maintenance Station/Yreka maintenance yard propane tank installation and conversion
MA001407,2,TEH,5,,,3J600,222000063.0,,,Mobility - Operational Improvements (201.310),0,0,1250,1250,Active,In Tehama County in Red Bluff from 0.1 mile north of Grasshopper Creek Bridge to South Main Street Overcrossing Bridge. Red Bluff Roundabout Intersection Improvement
MA001408,2,SHA,299,,,2H600,216000150.0,,,Sustainability/Climate Change (201.999),300,150,1050,1500,Active,In Shasta County in Shasta from Second Street to Middle Creek Road. Middle Creek Trail Extension
MA001410,2,SHA,299,,,2J490,221000084.0,,,Mobility - TMS (201.315),260,0,1200,1460,Active,In Shasta County in Redding at various locations from Buenaventura Boulevard to Court Street. The Inductors; Install Signal Detection Loops
MA001411,2,LAS,395,,,3J590,222000062.0,,,Roadside (201.250),200,0,525,725,Active,In Lassen County about 12 mile south of Ravendale at Secret Valley Safety Roadside Rest Area. Site improvements
MA001412,2,LAS,44,,,3J020,221000162.0,,,Protective Betterments (201.150),100,0,600,700,Active,In Lassen County on Route 36 at 0.2 mile west of Susan River Bride #07-0046 and on Route 44 at various locations from 0.4 mile east of Big Springs Road to 0.6 mile west of Red River Road.
MA001414,2,SHA,5,,,3J350,222000040.0,,,Roadside (201.210),200,0,500,700,Active,In Shasta County at various locations. Upgrade irrigation controllers for water conservation.
MB001418,2,SIS,96,,,3J400,222000042.0,,,Drainage (201.151),1,15,320,336,Active,In Siskiyou County near Seiad Valley at various locations from 1.6 miles west of Slater Butte Road to 3.5 miles east of Thompson Creek Bridge. Culvert rehabilitation
MB001420,2,SHA,299,,,,,,,Mobility - TMS (201.315),1,0,250,251,Active,
MA000010,3,BUT,162,16.4,16.4,2F520,313000314.0,2019.0,,Mobility - Operational Improvements (201.310),1164,100,1100,2364,Active,"In Butte County, on Route 162 in Oroville at 5th Avenue. Upgrade traffic signal/install interconnect."
MA000011,3,NEV,80,19.25,19.25,2H300,317000092.0,,05/01/20,Mobility - WIM Scales & CVEFs (201.321),0,0,0,0,Active,"In Nevada County, on Route 80 near Truckee at the Donner Pass California Highway Patrol (CHP) inspection facility. Rehabilitate/upgrade Donner Pass CHP truck inspection facility."
MA000012,3,PLA,80,32.7,33.0,4H660,319000019.0,2019.0,12/13/19,Mobility - Operational Improvements (201.310),960,0,997,1957,Active,"In Placer County, in the City of Colfax on Route 80 at the westbound onramp from Route 174. Construct accel lane."
MA000014,3,PLA,28,10.2,10.2,0J250,319000248.0,,03/16/21,Drainage (201.151),0,0,0,0,Active,"In Placer County, on Route 28 north side of Route 28 from Chipmunk Street to Beaver Street. Install storm drain."
MA000015,3,NEV,49,1.3,1.3,0J360,319000267.0,2019.0,,Mobility - WIM Scales & CVEFs (201.321),750,10,1250,2010,Active,"In Nevada County, on Route 49 approximately 0.6 mile north of Gautier Road. Install Weigh-in-Motion (WIM)."
MA000112,3,SAC,160,L3.9,L3.9,2H080,317000059.0,2019.0,,Mobility - TMS (201.315),0,0,500,500,Active,"In Sacramento County at Route 160 approx. 6.8 miles south of Junction Routes 160/12, south of Rio Vista. Install CMS."
MB000116,3,NEV,174,8.7,8.7,0J280,319000254.0,2019.0,,Safety - Collision Reduction (201.015),160,5,280,445,Active,In Nevada County on Route 174 at Bartlett Drive. Shoulder widening.
MB000117,3,PLA,89,1.5,1.6,0J270,319000253.0,2019.0,,Major Damage - Emergency Opening (201.130),122,10,290,422,Active,"In Placer County on Route 89, from 0.05 mile south of Meadow Rd to 0.05 north of Meadow Rd. Slope stabilization with RSP."
MB000118,3,PLA,80,0.2,R66.2,0J240,319000244.0,2019.0,08/04/20,Safety - Collision Reduction (201.015),186,10,300,496,Active,"In Placer County on Route 80 at various locations from approx. 0.1 west of Auburn Blvd to Hampshire Rock; also in Nevada, Sacramento and Yolo Counties at various locations. Place curve warning signs to comply with Federal and CA Requirements."
MB000120,3,NEV,80,R5.7,R5.7,0J730,320000007.0,2019.0,,Major Damage - Emergency Opening (201.130),30,0,80,110,Active,In Nevada County on Route 80 approx. 0.3 mile east of WB off to Castle Peak. Emergency Director's Order - Repair water leak.
MB000121,3,YOL,5,6.55,6.55,0J300,319000258.0,2019.0,,Mobility - Operational Improvements (201.310),186,0,265,451,Active,"In Yolo County on Route 5 at East Main St from the I-5 IC to approx. 800' west of I-5 and on-ramp entrance from East Main St to SB I-5. Upgrade curb radius, ADA improvements, & modifying signing & striping."
MB000122,3,YOL,5,0.61,0.61,0J210,319000233.0,,07/16/20,Mobility - TMS (201.315),0,0,0,0,Active,"In Yolo County, on Route 5 at the southbound onramp from River Road. Install ramp meter."
MB000123,3,GLE,162,65.5,65.5,2H380,317000103.0,2019.0,,Signs and Lighting (201.170),178,0,274,452,Active,In Willows on Route 162 at the 162/5 Separation (Br#11-0056). Add pedestrian lighting to structure.
MA000124,3,NEV,80,R5.5,R5.8,2H500,317000120.0,2019.0,,Roadside (201.250),232,0,680,912,Active,In Nevada County on Route 80 at the Donner Safety Roadside Rest Area. Repair roof.
MB000132,3,ED,50,46.7,46.7,0J780,320000015.0,2019.0,,Protective Betterments (201.150),60,0,314,374,Active,On Route 50 in El Dorado County approx. 0.2 mile west of Alder Creek. Native Planting and Erosion Control.
MB000275,3,YUB,70,15.02,15.03,0J800,320000024.0,2019.0,,Protective Betterments (201.150),38,100,0,138,Active,In Marysville at the intersection of 16th Street & B Street. Property acquisition.
MB000279,3,SIE,49,45.3,45.3,0J890,320000037.0,2019.0,,Advance Mitigation/Mitigation (201.240),80,0,250,330,Active,"In Sierra nd Nevada Counties on Routes 49, 89 and 20 at the Sierra Valley and Jefferson Creek Vista Points and at the Kyburz Meadow Wildlife Project. Upgrade informational placards."
MB000283,3,YOL,45,0.1,0.1,0J850,320000033.0,,,Protective Betterments (201.150),200,5,200,405,Active,"In Knights Landing, on Route 45 at the intersection of Oak Grove Avenue. Protect archaeological resource site."
MB000295,3,NEV,80,0.1,0.1,,,2019.0,,Major Damage - Emergency Opening (201.130),30,0,314,344,Active,In Soda Springs in Nevada County at the Kingvale Maintenance Station.
MB000297,3,ED,49,16.07,16.24,0J940,320000044.0,2019.0,,Major Damage - Emergency Opening (201.130),57,5,270,332,Active,"In El Dorado County on Route 49, from Combellack Road to Scheller Way. Emergency Damage Repair."
MB000303,3,PLA,193,3.42,3.42,1J000,320000058.0,2019.0,,Major Damage - Emergency Opening (201.130),18,2,88,108,Active,In Placer County on Route 193 approx. 0.42 miles east of Sierra College Blvd and approx. 0.71 mile west of Fowler Rd. Emergency Opening - Remove and Replace Culvert.
MA000310,3,NEV,80,R12.2,13.1,1J030,320000065.0,2019.0,,Mobility - Operational Improvements (201.310),60,0,1000,1060,Active,"In Truckee on I-80 from approx. 2300 ft west to approx. 500 east of the WB on-ramp from Donner Park OC, WB direction only. Operational improvements."
